cod_imovel,municipio,cod_estado,geometry
GO-5212204-52E2FECF2A7042F2B0DC6B27138AADE6,Jussara,GO,"POLYGON ((-51.47215547756015 -15.653535352642132, -51.4704233277599 -15.662727413704168, -51.46899815761588 -15.670135123944124, -51.468416252528925 -15.673238682141378, -51.464319169999996 -15.695465829996142, -51.46330193999999 -15.70070027999613, -51.46325305999997 -15.70094305999613, -51.46673416999999 -15.701850279996126, -51.473159720000005 -15.703462499996133, -51.47328916999998 -15.703496669996136, -51.473417205189484 -15.7035291966367, -51.473473889999994 -15.70347693999614, -51.502678610000004 -15.690687219996157, -51.51107611 -15.687026939996143, -51.51296167 -15.677984169996172, -51.51301055999998 -15.677653329996179, -51.51385166999999 -15.673545559996175, -51.51479166999999 -15.668961939996203, -51.51537666999998 -15.66610332999619, -51.51622832999999 -15.661377219996202, -51.51685499999999 -15.657926939996207, -51.50724667 -15.65604832999621, -51.504310559999986 -15.655496669996198, -51.502372499999986 -15.657166109996197, -51.501695829999996 -15.658037779996203, -51.501201939999994 -15.65842749999619, -51.50009138999999 -15.65822388999621, -51.49878916999998 -15.658000559996209, -51.49510527999999 -15.657387219996197, -51.495033567535216 -15.657375187852244, -51.49679499999999 -15.646996669996208, -51.496743609999996 -15.647007219996219, -51.49676193999998 -15.646902219996214, -51.49787443999998 -15.641056109996223, -51.49808082999999 -15.640041109996224, -51.49837056 -15.640231669996236, -51.49910332999998 -15.640200559996236, -51.50051582999998 -15.64042471999623, -51.501251939999996 -15.639811109996222, -51.50198138999999 -15.639673609996224, -51.50436306 -15.638596939996233, -51.505371669999995 -15.638140829996226, -51.50675443999999 -15.633632779996239, -51.509165279999976 -15.628306939996259, -51.50866749999997 -15.628215559996244, -51.50453888999998 -15.627516669996249, -51.503656939999985 -15.62679277999625, -51.50282305999999 -15.626368329996257, -51.501920829999996 -15.626051389996253, -51.500817219999995 -15.625912779996247, -51.50008 -15.62596110999624, -51.49908193999999 -15.626141389996256, -51.498305559999984 -15.626462499996261, -51.484951939999995 -15.624192499996246, -51.483001939999994 -15.634756109996239, -51.475882779999985 -15.633545829996233, -51.47258831303633 -15.65122006785637, -51.47215547756015 -15.653535352642132))"
GO-5212204-57B761BC972B4CF1ACB6FB3191344583,Jussara,GO,"POLYGON ((-51.414330491 -15.7072449911, -51.4101957865 -15.7066024136, -51.4081305323 -15.7083640989, -51.4060221689 -15.7101625316, -51.4145306369 -15.7110261238, -51.414330491 -15.7072449911))"
GO-5212204-58CF696D8D4E433088EF08BC9873490F,Jussara,GO,"POLYGON ((-51.33622130473396 -15.79567567782811, -51.33583960736622 -15.798312636260519, -51.3375198942287 -15.79636422217666, -51.33786876933094 -15.795964306159581, -51.34197043771281 -15.791262399600699, -51.34243207466326 -15.789814642018536, -51.3424630455258 -15.789717512341534, -51.34211219129726 -15.789382740520528, -51.34203712107428 -15.789433437808013, -51.3416717617338 -15.789780104481952, -51.34151051064771 -15.78993310500684, -51.34029250467844 -15.79071693885823, -51.34016589767106 -15.790798414621126, -51.339708641285476 -15.79136380143812, -51.33900648350002 -15.79223199519628, -51.33622130473396 -15.79567567782811))"
GO-5212204-59B661AA7FEB45408462F5CD9717FC56,Jussara,GO,"POLYGON ((-51.36342016670421 -15.78620620253598, -51.35924579388741 -15.78043878468868, -51.35273199600082 -15.78378107689048, -51.35038300031735 -15.78167607095342, -51.34724300057767 -15.78193807112829, -51.34438099483698 -15.78464107810249, -51.34251227041887 -15.78324899618932, -51.34770999616426 -15.77554607674623, -51.33987399450795 -15.7741970787578, -51.33945599996722 -15.78299907184983, -51.33780099769847 -15.78680507681249, -51.34267600001778 -15.78855807844116, -51.3428480023357 -15.78906507602581, -51.34183200152514 -15.79140107315368, -51.33526099640359 -15.79897006995083, -51.34083499917602 -15.8062630745465, -51.36342016670421 -15.78620620253598))"
GO-5212204-5A18ED37BE2448B2BF618ECD096BF499,Jussara,GO,"POLYGON ((-51.32919444 -15.79103111, -51.32813472 -15.79114417, -51.31835056 -15.80478083, -51.31593694 -15.80814556, -51.31386889 -15.81100472, -51.320515 -15.81859917, -51.32055361 -15.81855389, -51.33185083 -15.805315, -51.33579444 -15.80737083, -51.33726667 -15.80814194, -51.33939083 -15.809245, -51.34155778 -15.807145, -51.34083667 -15.80623861, -51.34082028 -15.80625417, -51.33524917 -15.79897278, -51.33266167 -15.79556056, -51.32919444 -15.79103111))"
GO-5212204-5A626DA1611C4A4885618BD646CF0010,Jussara,GO,"POLYGON ((-51.48274798503917 -15.59709330498483, -51.48264664304122 -15.596849772248186, -51.45820249306506 -15.592603081319378, -51.457735848154805 -15.592943812945807, -51.45673706760238 -15.592696732261409, -51.45575561026197 -15.592734362285428, -51.45505203687748 -15.593127352152937, -51.454563496442134 -15.594141170827843, -51.45372914953401 -15.594278797931763, -51.45272904935512 -15.594953907627865, -51.45181577466176 -15.595641777742296, -51.45092897672609 -15.596226043952433, -51.45051048490523 -15.597223531288014, -51.44991112402596 -15.597956051641187, -51.44933259351071 -15.599057410161404, -51.44866542324195 -15.599317637577878, -51.447958804901695 -15.599862694679834, -51.447466111158356 -15.600523803381966, -51.44649892718286 -15.601004669968228, -51.44562543185327 -15.601582416783037, -51.44513796682506 -15.601576932875075, -51.44405770140855 -15.602265109798147, -51.44385218962796 -15.60295798840526, -51.44299901644213 -15.603678059692479, -51.44270061153518 -15.60464940419774, -51.44321568326459 -15.605069021393415, -51.44265614495257 -15.60571083961085, -51.44247703038341 -15.606261288085616, -51.441843783756326 -15.606786763534778, -51.44184575111693 -15.607705729676649, -51.44186701714315 -15.608281661088794, -51.44136195311259 -15.609421681286593, -51.44086287000907 -15.610238107372345, -51.44042985574522 -15.610724347328032, -51.44057758069326 -15.611105876660327, -51.4405859028908 -15.61187598261561, -51.44054044374892 -15.612477934304023, -51.440034092745606 -15.613022565142316, -51.43940033699624 -15.61332152823908, -51.4390617940248 -15.614273533129209, -51.43861550784349 -15.614805097492214, -51.43908467897567 -15.61561311230237, -51.440014145549995 -15.61619369766143, -51.43960873911715 -15.617107007451715, -51.43918314374302 -15.617949169103298, -51.43801660585845 -15.618941656327618, -51.43771841821017 -15.620035954081382, -51.43690468744433 -15.620503531110966, -51.436264363100044 -15.620867214843988, -51.43627904740471 -15.621494932457814, -51.435887452936676 -15.622636332591343, -51.43565247033673 -15.622835801198256, -51.43572955838054 -15.623762707143083, -51.43613895114308 -15.624719693159992, -51.43624160257591 -15.62589085132398, -51.436324371318534 -15.627133236556645, -51.43649910354968 -15.627852802459104, -51.43602796109851 -15.629092973863203, -51.435282257603205 -15.629673759910563, -51.435425180944414 -15.630463335560929, -51.43567505749604 -15.631005739388813, -51.43548767907531 -15.631916064300086, -51.43487550112429 -15.63195990403733, -51.4349627494812 -15.632232507761437, -51.435218333057634 -15.632341592390038, -51.43547331313704 -15.633121696410278, -51.43528461456299 -15.63328636788019, -51.435112953186035 -15.633493006483118, -51.43537321524241 -15.63366370108018, -51.435312096296926 -15.63401184488103, -51.435198783874505 -15.63413358482686, -51.43549919128418 -15.63444354137045, -51.43546413500877 -15.634941122980354, -51.43530607223511 -15.635332080861337, -51.4350700378418 -15.635704026479942, -51.43474817276001 -15.63611729859692, -51.434829063258555 -15.636740011743337, -51.435423830532365 -15.63709968740283, -51.4360785484314 -15.639671404360524, -51.43648624420166 -15.642398932043125, -51.437115896976515 -15.645155774176452, -51.453467684758486 -15.647873541775798, -51.453455482296945 -15.647941795904517, -51.47259569987649 -15.65120809064706, -51.47785598532893 -15.622973289021594, -51.48285608093103 -15.596989122318359, -51.48274798503917 -15.59709330498483))"
GO-5212204-5D9A52F2411D4BE8BE74CA5E1CEE15BF,Jussara,GO,"POLYGON ((-51.4528746672 -15.7159065673, -51.4497283557 -15.7230809822, -51.4544179842 -15.7236041561, -51.45298719406128 -15.730672640148969, -51.45488737040001 -15.730926956, -51.4572597924 -15.7302500247, -51.4572703978 -15.7302175566, -51.4573616127 -15.7301736099, -51.457407474517815 -15.729867132067925, -51.4574017041 -15.7295606869, -51.45755767822265 -15.729288816606852, -51.4573945899 -15.7289290949, -51.4572755433 -15.728961031, -51.4572656277 -15.7287298076, -51.4568948224 -15.7285449037, -51.45669937133789 -15.728524611511716, -51.45665645599365 -15.728483303046426, -51.4565768223 -15.7284201429, -51.45644386 -15.728339401, -51.4561144925 -15.7281855261, -51.45498275756836 -15.727677786296704, -51.45493073680001 -15.7264964489, -51.4570903303 -15.7168036774, -51.4570704609 -15.7167247058, -51.4570704609 -15.7167247058, -51.4528746672 -15.7159065673))"
GO-5212204-5EA91F9370294F8F8F9447882810DD0B,Jussara,GO,"POLYGON ((-51.44581783834414 -15.592226526038482, -51.4447836805849 -15.59205767632319, -51.42739485545467 -15.58921778273785, -51.42260099780061 -15.588413613088813, -51.417693834452585 -15.57773368187133, -51.41638966054058 -15.578136170472487, -51.41628388567657 -15.578170019363828, -51.41606275690018 -15.577963950903946, -51.41560900187952 -15.577622044430901, -51.41556913991386 -15.577376849309083, -51.41541266640144 -15.57722591451251, -51.415285574905724 -15.576871972340538, -51.41488415360029 -15.576570277232388, -51.414778751619366 -15.576115356184902, -51.414340130561534 -15.573668522498245, -51.41420415507928 -15.572955939029576, -51.414715914366894 -15.571918113481116, -51.41410587828228 -15.571031080252364, -51.41349240042031 -15.570230235504816, -51.41293743377283 -15.569125570408325, -51.411857260853346 -15.56784458282987, -51.410557447622224 -15.567444306472638, -51.41068264524071 -15.56622142624727, -51.410068217098654 -15.566805027999713, -51.38974633898152 -15.59295602345168, -51.38883721160906 -15.593598229248723, -51.381782676106766 -15.595549965355282, -51.38691421782061 -15.603227575418373, -51.384040729977265 -15.606665281515776, -51.385335360998745 -15.60766489916188, -51.387763522022276 -15.604773569877862, -51.40586015598055 -15.608125204646754, -51.41800729348097 -15.609645695028181, -51.415670164941716 -15.622345912560261, -51.41437571715031 -15.628122593989195, -51.42286440102267 -15.62967455151113, -51.43473587339553 -15.631634243257635, -51.43531855607456 -15.630488796761638, -51.435114030520516 -15.629658877804637, -51.435985555055126 -15.629054409061844, -51.43640299081689 -15.627964805556918, -51.43621195641719 -15.627087805264802, -51.43612390604342 -15.625949519315295, -51.43532137093152 -15.622695619228084, -51.43582821791664 -15.622392489634095, -51.43618941535083 -15.621399396343605, -51.43595770931889 -15.620691867824258, -51.436893087485885 -15.620285436792761, -51.4376323399193 -15.619856448361912, -51.43786618126747 -15.618768653866406, -51.43836543585932 -15.618244294192332, -51.43907677044566 -15.617852341513583, -51.4395159396986 -15.61703298146583, -51.439911637859915 -15.616246370756393, -51.439023414563145 -15.615680720799642, -51.43838794683592 -15.61471125716428, -51.43895294730114 -15.614269802008238, -51.43930873846903 -15.613269915766018, -51.43995614979652 -15.612911239802267, -51.44024997398291 -15.612497427682028, -51.440369007436274 -15.611842376581961, -51.440063108496375 -15.611331125033159, -51.44028086223848 -15.610766850651894, -51.44073970902467 -15.61014191887031, -51.441299664454704 -15.609286123290023, -51.44173475225844 -15.608302527655798, -51.441692851340655 -15.60757561091794, -51.441655124390955 -15.606732804011486, -51.44239098645704 -15.606180892431329, -51.442594200612604 -15.605592967788338, -51.44255667799003 -15.604677212965287, -51.44277671677153 -15.603618677656684, -51.443712527306765 -15.60264420349039, -51.44389143347049 -15.602038055317262, -51.445015796889074 -15.60137498431736, -51.445593942965694 -15.601390131130659, -51.446458089291106 -15.600837331601287, -51.44741151734083 -15.60034445727202, -51.447810926641395 -15.599705655365224, -51.44855632651582 -15.599226498539482, -51.44925313614698 -15.598915800317899, -51.44982298183461 -15.597688579375031, -51.45050417138454 -15.597040779621132, -51.45088414991307 -15.596066898707404, -51.451906709575205 -15.595352009875507, -51.45280710684285 -15.594679659295124, -51.45370342292865 -15.594084239510098, -51.452263023525305 -15.59327873234249, -51.44581783834414 -15.592226526038482))"
GO-5212204-618B314C50C54EEFBC18FB8B02538996,Jussara,GO,"POLYGON ((-51.42973101251464 -15.708673033570424, -51.429180065739864 -15.707035942297924, -51.41909527681856 -15.705798626017557, -51.41954518140295 -15.711530129064434, -51.42046312340564 -15.72382652437064, -51.42927228161723 -15.725214259416683, -51.428322963902765 -15.722228535058134, -51.4275758060792 -15.719943856252764, -51.432328066674515 -15.716389565602057, -51.42984736280539 -15.709018755044143, -51.42973101251464 -15.708673033570424))"
GO-5212204-666FDE631E27448F908117041A14AAF7,Jussara,GO,"POLYGON ((-51.3939277013 -15.7517250344, -51.3843204978 -15.762991660199997, -51.3953039257 -15.7713957761, -51.3997019602 -15.770840980900003, -51.3996799912 -15.770539613800002, -51.3998008167 -15.770407221000003, -51.3997959618 -15.7698827051, -51.399955684 -15.7698765354, -51.3997617156 -15.769509398800004, -51.3999208264 -15.7692866219, -51.3998778995 -15.768961788199992, -51.3999821955 -15.768922542099993, -51.3998237453 -15.768624409000005, -51.40013393520001 -15.768416361500005, -51.400170878 -15.768259984799997, -51.4004424002 -15.767995505500005, -51.400429072 -15.767768615499994, -51.400628216 -15.767585994400003, -51.4000120599 -15.767535687300006, -51.3998465706 -15.767170216000004, -51.40003618090001 -15.766743521599995, -51.4001466468 -15.766852074799996, -51.400320334 -15.766637045699996, -51.4001617292 -15.766259357299997, -51.4004810179 -15.7659801446, -51.4003788374 -15.7657168044, -51.4005478557 -15.765644622199998, -51.400748904900006 -15.765387323599999, -51.4009364949 -15.7654549622, -51.4010604311 -15.7653397399, -51.4013136729 -15.764706534500004, -51.4016866971 -15.764790374700004, -51.4016980138 -15.764611082299995, -51.4020214654 -15.764599456099992, -51.4020725572 -15.764423344799997, -51.4018890559 -15.764440679499995, -51.4019062358 -15.7637778948, -51.40196717890001 -15.7634370489, -51.40212170430001 -15.7635440734, -51.4022638055 -15.763315178799996, -51.4024271596 -15.763022871499999, -51.4026229208 -15.763116439700005, -51.4027330278 -15.762901254899996, -51.40307586170001 -15.762825856399997, -51.4031441348 -15.762936294399994, -51.40329258 -15.762753403099996, -51.4032803933 -15.762491343999992, -51.4034244662 -15.762505451400003, -51.4037150354 -15.762295627299999, -51.403527751 -15.7622399238, -51.4036795071 -15.762079446400007, -51.4037974473 -15.762096947000002, -51.4038567512 -15.761920367999997, -51.4040360073 -15.761693121099999, -51.4044515623 -15.7616183992, -51.4042871092 -15.761400559200004, -51.4045353034 -15.761195694599996, -51.4047940126 -15.761068195999998, -51.4044045727 -15.760847338799996, -51.4045855022 -15.760664476700004, -51.404516532 -15.7606262735, -51.404532498 -15.7602976246, -51.4046770913 -15.760339574799998, -51.4050805801 -15.760254387299996, -51.4049836237 -15.760178989700004, -51.405016385 -15.760034914900002, -51.4043206968 -15.759787053300002, -51.4029923446 -15.759057873600002, -51.4024134872 -15.758641547399996, -51.4009850313 -15.758079878199993, -51.3973294114 -15.7558917411, -51.3939277013 -15.7517250344))"
GO-5212204-66A905C03E3F44BA90A906FAEE4ECE22,Jussara,GO,"POLYGON ((-51.43521011820734 -15.716532472453984, -51.43561411062787 -15.719152296568383, -51.4329784168869 -15.728843807554224, -51.44326658707869 -15.729737859412698, -51.443576130198224 -15.727254554106617, -51.444996772639534 -15.715721251584206, -51.44689820770853 -15.714300464637324, -51.447077427946375 -15.714183114869346, -51.44130787400925 -15.706773204654171, -51.440085375747586 -15.707254089884165, -51.43854930753618 -15.708224052371236, -51.43719156396946 -15.708050304472307, -51.43637649590555 -15.707949053920684, -51.43383690192439 -15.707626848062274, -51.43481198537111 -15.713950579541235, -51.43521011820734 -15.716532472453984))"
GO-5212204-67B7F23029D24ACFAC7656714A14C2DB,Jussara,GO,"POLYGON ((-51.2791032571 -15.8316013482, -51.2757552908 -15.8422270839, -51.2733516543 -15.8498453531, -51.2713885674 -15.8560502911, -51.2758461859 -15.8558594226, -51.2748917255 -15.8596306809, -51.2728538047 -15.8675890244, -51.2707737352 -15.8755768697, -51.2714166523 -15.875714835, -51.271597913 -15.8757532102, -51.2744170737 -15.876340084, -51.2766959476 -15.8768335014, -51.281947949 -15.8779652727, -51.2851628736 -15.8785723728, -51.2887393772 -15.8791631218, -51.298084259033196 -15.87775846084878, -51.298084259033196 -15.875694549265548, -51.29817008972168 -15.873671895399822, -51.29889965057372 -15.87338294319001, -51.29967212677002 -15.873217827455488, -51.3012170791626 -15.87288759558055, -51.30134582519531 -15.872846316558139, -51.301560401916504 -15.872763758487919, -51.30194664001465 -15.872722479440126, -51.30233287811279 -15.872598642246022, -51.30274057388306 -15.872536723620433, -51.30310535430908 -15.872392246753384, -51.30349159240722 -15.872350967629487, -51.3042561913 -15.8721397915, -51.3053248057 -15.8661623937, -51.3051332999 -15.8662037072, -51.3047754221 -15.8663544629, -51.3042384861 -15.8663148978, -51.3040541634 -15.8661013509, -51.3046062878 -15.865868417, -51.3042387532 -15.8657457129, -51.3034766778 -15.8663023159, -51.3034168542 -15.8659592255, -51.3032042984 -15.8657901963, -51.3033256908 -15.8651452638, -51.3032357093 -15.8651215231, -51.3029099526 -15.8653909315, -51.3024148162 -15.8648811112, -51.3022225327 -15.8650270208, -51.3023424185 -15.8652494285, -51.3028572602 -15.8654443436, -51.3027011557 -15.8656746405, -51.3025413065 -15.8655237081, -51.3022175889 -15.8657209701, -51.3021201976 -15.8654883153, -51.3016756883 -15.8655448048, -51.3016881549 -15.8651976354, -51.3015452306 -15.8649960523, -51.3011484113 -15.8649632454, -51.3009726385 -15.8647806022, -51.3012451417 -15.8645630724, -51.3012346686 -15.8641775131, -51.3005216428 -15.8650603967, -51.3003708906 -15.8648699434, -51.3002735412 -15.8645376622, -51.2995734032 -15.8649171543, -51.2992056113 -15.8645535147, -51.2993355582 -15.8639376825, -51.2997071907 -15.8641829775, -51.2998980301 -15.8641336238, -51.2996390058 -15.8635493384, -51.2987053352 -15.8640342004, -51.2982026812 -15.8637381865, -51.2984080618 -15.8636053711, -51.2983648078 -15.863471994, -51.2979115705 -15.8638159732, -51.2974884051 -15.8635853914, -51.2968082606 -15.8635871383, -51.2968627412 -15.863350747, -51.2970243402 -15.8634249281, -51.2970446595 -15.8629496452, -51.296534466 -15.8624122584, -51.2965238845 -15.8625214812, -51.2967856375 -15.8626795108, -51.2966369061 -15.862845516, -51.2962316926 -15.8629455153, -51.2961417378 -15.8626828332, -51.2962185384 -15.8624441514, -51.2959949474 -15.8621949414, -51.29586887 -15.8615635496, -51.2958093295 -15.8613407845, -51.2959564238 -15.8612052484, -51.3026938951 -15.854984172, -51.3072060744 -15.8508344139, -51.3144927444 -15.8584177315, -51.3194197056 -15.8557461323, -51.3127463464 -15.8496072075, -51.310972477 -15.8472114257, -51.3095034153 -15.8452618808, -51.3072889976 -15.842307906, -51.3060430861 -15.8406480364, -51.305895425 -15.8404547794, -51.3053473805 -15.8396893749, -51.3051449667 -15.8395400406, -51.2940347717 -15.8372474548, -51.2915689232 -15.8372444556, -51.2914619639 -15.8373545312, -51.2891036506 -15.8373182714, -51.2869519681 -15.8373862203, -51.2867674878 -15.8372939805, -51.28413999 -15.8348257787, -51.2836240217 -15.8342905357, -51.2809624458 -15.8317048122, -51.2791032571 -15.8316013482))"
"","","","POLYGON ((-51.37927167 -15.80765333, -51.36466556 -15.81741056, -51.36473972 -15.81753639, -51.36499361 -15.81746806, -51.36495556 -15.817679720000001, -51.36508667 -15.81790944, -51.36481389 -15.818163889999997, -51.36501583 -15.818415, -51.36517889 -15.81855, -51.36503278000001 -15.818740280000002, -51.36531278 -15.81927139, -51.36514556 -15.819770830000001, -51.36440111 -15.820649170000001, -51.3640125 -15.821211109999998, -51.36380917 -15.82199028, -51.36321139 -15.82239528, -51.36302694 -15.82257556, -51.36267472 -15.8228575, -51.36141778 -15.83522361, -51.35231667 -15.83383139, -51.35170861 -15.83896444, -51.34771639 -15.845642220000002, -51.34796667 -15.84600167, -51.34812417 -15.846250280000001, -51.34831917 -15.846488889999998, -51.34854083 -15.846703889999999, -51.34886972 -15.8468975, -51.34144417 -15.870473890000001, -51.342284170000006 -15.869914170000001, -51.34417528 -15.869792500000003, -51.34803361 -15.870313329999998, -51.35023194 -15.870471109999999, -51.35418417 -15.870551110000001, -51.35754389 -15.87112917, -51.3616 -15.87199139, -51.36442556 -15.871573610000002, -51.36529806 -15.871362500000002, -51.36530889 -15.871598609999998, -51.36467667 -15.87555833, -51.37041083 -15.876077220000003, -51.37191806 -15.876125280000002, -51.37719778 -15.879604169999999, -51.38077389 -15.874416390000002, -51.38190583 -15.87093472, -51.38856 -15.86511028, -51.390707500000005 -15.86322944, -51.39337222000001 -15.86252389, -51.393390280000006 -15.86338833, -51.39445639 -15.86354889, -51.39773028 -15.86406, -51.398076110000005 -15.87342111, -51.40595889 -15.87075361, -51.40773139 -15.87018806, -51.41174167 -15.869496670000002, -51.41187917 -15.868943330000002, -51.41343306 -15.86235083, -51.41486972 -15.861835280000001, -51.41609472 -15.861828609999998, -51.41732528 -15.86227583, -51.41897389 -15.86213722, -51.41879111 -15.86144083, -51.41910222 -15.860590280000002, -51.42010528 -15.86022361, -51.42100111 -15.85977972, -51.42204 -15.85918528, -51.42162667 -15.85853417, -51.42223528 -15.857547220000002, -51.42314 -15.85678167, -51.42372167 -15.85612306, -51.42658111000001 -15.85315139, -51.42596389 -15.851874170000002, -51.42761556 -15.85030806, -51.42852583 -15.850163890000001, -51.42991278 -15.85077278, -51.43128111 -15.85232833, -51.43160111 -15.85235889, -51.43206889 -15.851946670000002, -51.43242583 -15.85154528, -51.43171222 -15.84914972, -51.43133306 -15.848783889999998, -51.4296225 -15.84867278, -51.42861528 -15.84851361, -51.428321940000004 -15.8473675, -51.42902389 -15.846737780000002, -51.43063944000001 -15.846367779999998, -51.43239583 -15.84540139, -51.43349667 -15.84524889, -51.434920000000005 -15.845632780000003, -51.43676528 -15.846751670000002, -51.43776556 -15.846390830000002, -51.43831694 -15.84461944, -51.43755222 -15.844813890000001, -51.43706194 -15.84541139, -51.43657 -15.845792779999998, -51.43600417 -15.846153330000002, -51.43592 -15.845698889999998, -51.43535639 -15.84566722, -51.43493389000001 -15.845254170000002, -51.43434083 -15.84457944, -51.43466139 -15.84377972, -51.43474278 -15.84343333, -51.43431000000001 -15.842991110000002, -51.43432389 -15.842488610000002, -51.43369806 -15.84201667, -51.43286306 -15.84235028, -51.4323725 -15.84179028, -51.43180194 -15.84209778, -51.43192444 -15.84153, -51.43167611 -15.84134472, -51.43169806 -15.84176222, -51.43151389 -15.841775829999998, -51.43105194 -15.84141611, -51.4306625 -15.841399999999998, -51.43042667000001 -15.84162222, -51.42993028 -15.841545560000002, -51.42913139 -15.84157778, -51.42852194 -15.84137444, -51.42826417 -15.84122556, -51.42739722 -15.84174028, -51.42738722 -15.84200889, -51.42802278 -15.84213944, -51.42744222 -15.84280083, -51.42787861 -15.843124440000002, -51.42769778 -15.84325861, -51.42712333 -15.84311194, -51.42755833 -15.843798329999998, -51.42705889 -15.84415194, -51.4261325 -15.84415694, -51.42547 -15.84401028, -51.42490472 -15.84410694, -51.42392361 -15.844201110000002, -51.42301 -15.84492417, -51.422145 -15.844806110000002, -51.42126056 -15.844153609999998, -51.42066139 -15.843798329999998, -51.41997111 -15.843924170000001, -51.42017944 -15.84445222, -51.41963472 -15.84478389, -51.41940167 -15.84521611, -51.41864944 -15.84500694, -51.41780306 -15.84472778, -51.41743833 -15.84559528, -51.41659556 -15.845935, -51.41589222 -15.84651278, -51.415466390000006 -15.846537500000002, -51.41498361 -15.84689194, -51.41445389 -15.84681583, -51.41422639 -15.847409170000002, -51.41393056 -15.84751194, -51.41367444 -15.847134169999999, -51.412936110000004 -15.847237220000002, -51.41231722 -15.84749083, -51.41172222 -15.847560560000002, -51.4114825 -15.84776778, -51.41103 -15.848302780000001, -51.40996778 -15.84801583, -51.41006472 -15.84740028, -51.40994056 -15.84667528, -51.40959361 -15.84674667, -51.40910306 -15.84716056, -51.40875111 -15.84667778, -51.40867694 -15.847189720000001, -51.40813056 -15.846728330000001, -51.40764361 -15.84643944, -51.40668778 -15.84610417, -51.40619194 -15.846512220000001, -51.40580556 -15.845676940000002, -51.40586806 -15.84519944, -51.40596444 -15.84424472, -51.40596556 -15.8436175, -51.40519917 -15.84401417, -51.40480167 -15.844367220000002, -51.40485778 -15.84475528, -51.40429028 -15.84481111, -51.40413611000001 -15.844088330000002, -51.404965 -15.8431825, -51.40456083 -15.843044720000002, -51.40476 -15.8426875, -51.40356139 -15.84213194, -51.40296917 -15.84111, -51.40328528 -15.840684999999999, -51.402915 -15.84041583, -51.40295028 -15.83984917, -51.40268944 -15.83990194, -51.40292639 -15.83913083, -51.40288139 -15.838389170000001, -51.40246306 -15.83856583, -51.40244694 -15.837859170000002, -51.40218944 -15.83821028, -51.4016825 -15.837883610000002, -51.40179083 -15.83747444, -51.40153333 -15.83740611, -51.40146361 -15.83711583, -51.40177944 -15.83674639, -51.40133222 -15.83656444, -51.40101333 -15.83606806, -51.40097972 -15.83569417, -51.40060833 -15.83558889, -51.40042861 -15.835244170000001, -51.39959889 -15.83508472, -51.39958139 -15.83416111, -51.39995444 -15.83459139, -51.40023139 -15.834145000000001, -51.399515560000005 -15.833295, -51.39930944 -15.832892500000002, -51.39907611 -15.832933890000001, -51.39876306 -15.832675, -51.39858167 -15.8326575, -51.39796306 -15.83255278, -51.3977925 -15.83241278, -51.39767667 -15.83183139, -51.39792361000001 -15.831779439999998, -51.39804333 -15.831211110000002, -51.39762389 -15.831020280000002, -51.39721222 -15.83049194, -51.3971425 -15.829832780000002, -51.39658694 -15.82912417, -51.37927167 -15.80765333))"
GO-5212204-6A4B85E2354A4B81ADED3D20E1226C9B,Jussara,GO,"POLYGON ((-51.31282935999315 -15.913160937186328, -51.31364910960091 -15.91194542759879, -51.31364886528638 -15.911902350589866, -51.31291146188627 -15.908445722011875, -51.30807180492674 -15.90450636340719, -51.306116777378335 -15.902912610672663, -51.304881892096574 -15.90467007138792, -51.30496468102145 -15.904849885277045, -51.30543362163695 -15.905369560096874, -51.305799160061305 -15.90584152044728, -51.306018290149524 -15.905812534074157, -51.30642767556353 -15.905811203443802, -51.30674751238052 -15.906003734551136, -51.30707533742354 -15.906177901846382, -51.307476036529195 -15.906404733618013, -51.30750986073294 -15.906556102784645, -51.30777887329623 -15.906751190761018, -51.308218026704026 -15.906763600871471, -51.3083031061289 -15.906997173245827, -51.308235165240774 -15.907251340984295, -51.30840944337993 -15.907527700680504, -51.308368011778335 -15.907675271669904, -51.30875948092813 -15.907715656354776, -51.30906524919159 -15.90816205779934, -51.309295461391464 -15.908597628116487, -51.309536634472906 -15.909021954301071, -51.3096970214594 -15.90914406780174, -51.30974218453215 -15.909652280053123, -51.30995564861401 -15.91008741251361, -51.310012455017066 -15.910560332401433, -51.31010607859852 -15.910928972922653, -51.31046394222127 -15.911274569483231, -51.310853966191274 -15.911895534075729, -51.31100780529119 -15.912180364559383, -51.31146392458375 -15.91233682887549, -51.31190766307005 -15.913000212724238, -51.31216197470917 -15.912771991766514, -51.31232259098867 -15.913202921914541, -51.31282935999315 -15.913160937186328))"
