cod_imovel,municipio,cod_estado,geometry
GO-5212204-F3A12BE84DF7404989ED34657671EADE,Jussara,GO,"POLYGON ((-51.34277570748238 -15.87000142367152, -51.33873112626653 -15.87184308160852, -51.33626973858353 -15.87157028311575, -51.33600724450294 -15.87301950534945, -51.33382718784743 -15.87286367720631, -51.33376995717363 -15.87554659482428, -51.33378144926974 -15.8755484755839, -51.33364436799893 -15.88090647860651, -51.33366741431022 -15.88179854924123, -51.33353517430757 -15.88709235499706, -51.33341025647539 -15.89104871213339, -51.33279511452125 -15.90467785470977, -51.33274516579086 -15.9064007560089, -51.33247093361656 -15.91160409361053, -51.33239568247348 -15.91447506919921, -51.33247124491789 -15.91452096834761, -51.33683342345769 -15.91227924883096, -51.33756584634704 -15.91182147635907, -51.34597864513291 -15.91211924202077, -51.34609449457661 -15.91201274177338, -51.34610922874133 -15.91156042896761, -51.35166563869448 -15.90596279443924, -51.35186174620868 -15.90570464407069, -51.35757239600852 -15.90647725869486, -51.36051104753797 -15.90753389290019, -51.36110323928385 -15.90899689810533, -51.36599912610265 -15.91164660962951, -51.36741103665037 -15.91144677125746, -51.36862103064742 -15.91261588558081, -51.37252166337998 -15.91526569503385, -51.37605081127934 -15.91428159463092, -51.37675933940589 -15.91337930972881, -51.37703138650692 -15.91207521898227, -51.38328460121044 -15.91988427303448, -51.38335071225387 -15.92011215253473, -51.38717450535684 -15.91954175485557, -51.38682135160201 -15.91753887247465, -51.38252027266626 -15.91301751340824, -51.38294947375825 -15.91080485571512, -51.3863431223964 -15.90810922430025, -51.38526989188576 -15.90795718429253, -51.38371356378619 -15.90493813310777, -51.38636873729733 -15.90332440303977, -51.3875328787133 -15.90325252691564, -51.38888899008136 -15.90366431836371, -51.38781628475194 -15.90114254746596, -51.3827942542067 -15.90026401176122, -51.38219050377726 -15.90115799450581, -51.38100370570204 -15.90442356153654, -51.38031359396429 -15.90416305963626, -51.37929555438173 -15.9044855099489, -51.37820177067663 -15.90447016027815, -51.37685501520043 -15.9052616447106, -51.37586175539221 -15.90560283971073, -51.37561993920317 -15.90618229401206, -51.3758187813437 -15.90680934771454, -51.37539967018831 -15.90714746185393, -51.37377601072707 -15.90855921414765, -51.36820658318614 -15.90593234367184, -51.36960998841915 -15.89306661393631, -51.36755449088437 -15.89439923143723, -51.3665853333364 -15.89492738740112, -51.36123656034788 -15.89722721875516, -51.36125661867093 -15.89700316512949, -51.36467655839632 -15.87555837664875, -51.36530878947051 -15.87159862037658, -51.36526748861053 -15.87138226344451, -51.36442345133301 -15.87162217122155, -51.36162938259891 -15.87205898731744, -51.35696339097179 -15.8712322145814, -51.35418169503876 -15.87057810127221, -51.34801554005496 -15.87058267792135, -51.34277570748238 -15.87000142367152))"
GO-5212204-F9D8CEEE683C4CF0AA64F517381CE6A0,Jussara,GO,"POLYGON ((-51.4409329360192 -15.698577185602893, -51.44033250415586 -15.693228057970918, -51.439933412476975 -15.693201631500623, -51.4394923438378 -15.689270270287915, -51.43594541699998 -15.687838970783377, -51.43424234381021 -15.690312615803654, -51.41545915587437 -15.68614659000155, -51.41684132965685 -15.705456290506893, -51.432923369982255 -15.707420503806809, -51.438506032320575 -15.708102067242852, -51.44000171954441 -15.707120370554602, -51.44299873064759 -15.70595439170273, -51.44391060396996 -15.70542678782382, -51.446126727640305 -15.70414452636762, -51.44690787775797 -15.698459350777394, -51.4438956511888 -15.698518776829927, -51.44195219057918 -15.698557095929702, -51.441852557819445 -15.69855905991726, -51.4409329360192 -15.698577185602893))"
GO-5212204-FD40D8C25F054CC0AC3449EBFAE863CB,Jussara,GO,"POLYGON ((-51.33949756622314 -15.783271600936628, -51.33790969848633 -15.786885084776053, -51.3370943069458 -15.790973405945875, -51.33625326632572 -15.79563361393378, -51.33593559265137 -15.798509741370609, -51.34003400802612 -15.793616317142428, -51.33962129897013 -15.79329600819242, -51.33920965740406 -15.79307283512648, -51.340227127075195 -15.791819967191795, -51.33985206428421 -15.79116871422955, -51.34084428427335 -15.7906140442355, -51.34124945294479 -15.79029442219, -51.3417204922925 -15.78971010022511, -51.34220790537043 -15.78937003494052, -51.34293680703218 -15.78875130662728, -51.34328782747311 -15.78811510541168, -51.342983031323 -15.78769691094151, -51.34253087568782 -15.78757051494871, -51.34231089945732 -15.78742942168221, -51.34240538028616 -15.78713571813021, -51.34234177626232 -15.78695581104599, -51.34204170767975 -15.78677942701588, -51.34208282330206 -15.78606933729914, -51.34201726798001 -15.7856624809568, -51.34163233581246 -15.78482179535586, -51.34137390969918 -15.78460865927123, -51.34099402317142 -15.78437364478303, -51.34088599317671 -15.78377567912385, -51.34042024612427 -15.783560682014485, -51.33994817733765 -15.783498736103937, -51.33949756622314 -15.783271600936628))"
GO-5212204-FE9378475EAB41548AD312054603D2A9,Jussara,GO,"POLYGON ((-51.25847339630127 -15.955428693014431, -51.257829666137695 -15.953530628984485, -51.25369816782401 -15.95611542991016, -51.25280322826359 -15.95579424789436, -51.25192014024694 -15.95530571921754, -51.25097920116277 -15.95407171071609, -51.25075711250876 -15.95419600822209, -51.25064490691854 -15.95417417581085, -51.25031077612932 -15.95451805142695, -51.24997592553342 -15.95494804540342, -51.24967575073242 -15.955304906777824, -51.24921172042446 -15.95593127575825, -51.24989257188833 -15.95650592928346, -51.251091957092285 -15.957739355395667, -51.25145189089355 -15.95767880527956, -51.25180461028825 -15.95784943506901, -51.25219083574719 -15.95816259912359, -51.25291276438224 -15.95872758337855, -51.25396928239791 -15.95878649283158, -51.25688552856445 -15.957904401689039, -51.25847339630127 -15.955428693014431))"
GO-5212204-FF2B860A5A8E4683AC9980742FD4017B,Jussara,GO,"POLYGON ((-51.3969900511625 -15.723802938060214, -51.395580406171504 -15.72558972905954, -51.400515976559944 -15.726019551124795, -51.40135034124488 -15.720935747340476, -51.39945415268045 -15.720650292135593, -51.398585073143 -15.721781124016543, -51.39789805504563 -15.722651978839005, -51.3969900511625 -15.723802938060214))"
GO-5212204-FFA9CF9AB45940F9BFA6ABCCF2A34EC0,Jussara,GO,"POLYGON ((-51.453649651837104 -15.727427800744298, -51.45397196825009 -15.725876754942462, -51.454440529799946 -15.723611069841901, -51.4497477693505 -15.723085597565017, -51.448858457487106 -15.72299476392592, -51.44824819258341 -15.72557813826638, -51.44818902422763 -15.725837176929202, -51.447177838838435 -15.730121147363164, -51.45052796154291 -15.730466831290606, -51.452964486278724 -15.73072486216235, -51.45348336769631 -15.728227980007922, -51.453649651837104 -15.727427800744298))"
GO-5212204-FFF0D6BB370744B6ADC11130F3424BAA,Jussara,GO,"POLYGON ((-51.3939660497213 -15.75166826485095, -51.38939995741393 -15.74607139709991, -51.38596985524231 -15.7440104041767, -51.38322903758829 -15.75958941710393, -51.38298977131257 -15.76097688533524, -51.38257833477455 -15.76210314295194, -51.38284894145943 -15.76203938438582, -51.38296081313534 -15.76195782377242, -51.3843163436742 -15.76296796495714, -51.3939660497213 -15.75166826485095))"
GO-5219258-021D6EEAC0FE4976868FEBAAD4C9056C,Santa Fe de Goias,GO,"POLYGON ((-51.39768133126898 -15.659477138346016, -51.39784967143026 -15.659713908114952, -51.402486941857354 -15.660355026208203, -51.403286818108256 -15.664816568295436, -51.43049555345745 -15.668748612215754, -51.43058455735313 -15.668763815076975, -51.43073326578736 -15.668429223614627, -51.43072761362683 -15.667896054132308, -51.43058390580647 -15.667726719193729, -51.43095737606817 -15.66728807252155, -51.4311351200207 -15.667139865542127, -51.43141864779303 -15.666772986756516, -51.431614979201534 -15.666309654789565, -51.43164585626415 -15.66575898323132, -51.43161671488784 -15.665465279152773, -51.43153802275576 -15.665200990992966, -51.43151501907512 -15.664772815646204, -51.43155347628306 -15.664125920236902, -51.43187946431348 -15.663568130624904, -51.43164726176203 -15.663095083819728, -51.43243030871689 -15.662705892315406, -51.4320471404661 -15.661996328312764, -51.43208145026733 -15.661787841244339, -51.43210634908018 -15.661359146452495, -51.432337581657144 -15.661069512138285, -51.43285284209269 -15.660696062718621, -51.43279543409575 -15.660494012756075, -51.43262790260056 -15.659691955128075, -51.43250545251215 -15.659446268481753, -51.43269518792373 -15.65920491960592, -51.43282819877102 -15.658656170403669, -51.43298248464579 -15.658392000796168, -51.43305076570975 -15.658001777772148, -51.433252230594185 -15.657580155963458, -51.43326967173187 -15.657426189057134, -51.43326767493961 -15.656996471395665, -51.43316359122909 -15.65678761584067, -51.43332421934441 -15.65649651087233, -51.43360727954867 -15.656319236462583, -51.43394529302706 -15.656573997338075, -51.43409738417656 -15.656102433432048, -51.434373147814085 -15.655280513237095, -51.43432680039082 -15.655274719742339, -51.426997813274184 -15.653867739740578, -51.403647441448484 -15.648806671498406, -51.403647439700386 -15.648806674624707, -51.394596474767624 -15.646850646510236, -51.39459644926937 -15.646850639920785, -51.392403249516676 -15.646377113318119, -51.387461540713716 -15.645310076178706, -51.387118458853976 -15.645098491912595, -51.38161300498636 -15.647152717303905, -51.38019320278234 -15.647178904379043, -51.37664284837414 -15.646781787617769, -51.37282637832443 -15.644922812750636, -51.37230983678629 -15.644932396491765, -51.37164698738631 -15.645095328664622, -51.37090562126473 -15.645044266394198, -51.37002188715466 -15.645231533710056, -51.36920601834863 -15.644846507076808, -51.3683486588727 -15.64427730972482, -51.36797796721923 -15.64387538365481, -51.36816608450602 -15.643116674385018, -51.367641013337824 -15.642663023628547, -51.3669215028758 -15.642122473736753, -51.36624734251302 -15.641756680872673, -51.36518961589689 -15.640934642515651, -51.36413097270642 -15.64067642355209, -51.36337975083277 -15.64012721725606, -51.362757292785226 -15.639418473632624, -51.361906975662414 -15.638793584699284, -51.36097006678768 -15.638750070434606, -51.35992180049096 -15.639215239235844, -51.35911238753384 -15.639346207583069, -51.358333006249644 -15.639085767095919, -51.35732770150649 -15.639607926499496, -51.356410865669766 -15.639488003529431, -51.3559531693838 -15.639794055612219, -51.355541149220194 -15.640153281626239, -51.355551436305234 -15.640356451571654, -51.35628089681767 -15.654756456033788, -51.35629452820778 -15.655025543892279, -51.356297473576014 -15.65502511176173, -51.35696348704273 -15.65492739634717, -51.3569812483576 -15.65492478862854, -51.35790838154608 -15.654729177549722, -51.357908455472725 -15.65472920751791, -51.358496890561476 -15.654967744879897, -51.359469132760026 -15.655587762045144, -51.360157138915916 -15.656221332822788, -51.361212660460154 -15.657033831919032, -51.362036190350146 -15.657537441273336, -51.36294366266748 -15.657935161187991, -51.36425389281632 -15.658477968645098, -51.36517167466299 -15.659175319662987, -51.365852220310224 -15.659632033226426, -51.3664854412062 -15.66023414134584, -51.366383072154505 -15.660385316646739, -51.362075824121426 -15.666745751465118, -51.3725081218705 -15.67538866723425, -51.37828177959937 -15.672127624300636, -51.377040405885296 -15.67031624414003, -51.37649640107993 -15.669522433886852, -51.37205554489632 -15.66304206161814, -51.3714493733385 -15.662157461068809, -51.37128587425078 -15.661918861332953, -51.37317728497945 -15.66143274740892, -51.373177787769166 -15.661432651766807, -51.37436835975888 -15.661200775271523, -51.37436887338158 -15.661200668934733, -51.37502229469802 -15.660807666961231, -51.37614270940996 -15.660713546240313, -51.37614293487837 -15.660713460259768, -51.376788983161 -15.66046709380189, -51.37773676085245 -15.660099247984308, -51.378739664816166 -15.659642262692083, -51.37961946503204 -15.659064352227437, -51.3806104660034 -15.65868068925565, -51.38148071003854 -15.65822161620832, -51.38187646865842 -15.657978203649746, -51.38211250305174 -15.657833573960607, -51.38224124908446 -15.65777158977678, -51.382389939607364 -15.657711718728736, -51.38239022239877 -15.657711728006213, -51.382627487182596 -15.657750928377991, -51.3828635215759 -15.657750928378002, -51.383121013641336 -15.657750928377995, -51.38324975967405 -15.657750928377995, -51.3833768822547 -15.657744094889662, -51.3835339566702 -15.657765472042009, -51.39757040842856 -15.659675518551285, -51.39768133126898 -15.659477138346016))"
GO-5219258-6D5094743E1043679D24C466E4814A0D,Santa Fe de Goias,GO,"POLYGON ((-51.40327667 -15.66481611, -51.40478944 -15.673275, -51.40892333 -15.68379083, -51.40929417 -15.68473417, -51.40964610999999 -15.68436889, -51.40977917 -15.68435, -51.40987333000001 -15.68423944, -51.41007750000001 -15.68407361, -51.41037194 -15.68399472, -51.41046167 -15.68388889, -51.41054556 -15.6835875, -51.41079111 -15.68361639, -51.41085 -15.68352917, -51.41102389 -15.68355806, -51.41114917000001 -15.68359722, -51.41123667 -15.68346444, -51.41151611 -15.68329889, -51.41202861 -15.68346611, -51.41203083000001 -15.68336083, -51.41233861 -15.68336917, -51.41251943999999 -15.6831075, -51.41260167 -15.68274917, -51.41298417000001 -15.68305028, -51.41343667 -15.68328556, -51.41363694 -15.68328667, -51.41400056 -15.68333194, -51.41428722 -15.68331472, -51.41460306 -15.6833775, -51.41518861 -15.68323833, -51.41580222 -15.68337694, -51.41640083 -15.68338861, -51.41704944 -15.68365056, -51.41938056 -15.67931611, -51.41945056000001 -15.67915278, -51.41956111 -15.67907028, -51.41959028000001 -15.67891778, -51.41973806 -15.67882472, -51.41969305999999 -15.67873833, -51.41953306 -15.67859028, -51.41966667 -15.67851139, -51.41964556 -15.67843, -51.41944222000001 -15.6782425, -51.41946750000001 -15.67811611, -51.41960139 -15.6781225, -51.41996639 -15.67795583, -51.41995333 -15.67789361, -51.42018028 -15.67785472, -51.42031944000001 -15.67804472, -51.42044111 -15.67794806, -51.42008556 -15.67766528, -51.42017556 -15.67765194, -51.420495 -15.67720861, -51.42075111 -15.67733111, -51.42104167 -15.67733333, -51.42109582999999 -15.67725889, -51.42086250000001 -15.67710083, -51.42112278 -15.67683139, -51.42127556 -15.67678917, -51.42149916999999 -15.67698694, -51.42166028 -15.67701889, -51.42170833 -15.6769, -51.42147889 -15.67674722, -51.42190528 -15.67646611, -51.42207167 -15.67643972, -51.42223083 -15.6763275, -51.42227528 -15.67607528, -51.42254083 -15.67590972, -51.42263444 -15.67567167, -51.42289444 -15.67566722, -51.42316917 -15.67548111, -51.42359278 -15.67553472, -51.42364778 -15.67524222, -51.42377611 -15.67516917, -51.42428 -15.67541111, -51.42465444 -15.67585306, -51.42480194 -15.67579667, -51.42506111000001 -15.67584861, -51.42520917 -15.67574972, -51.42535972 -15.67571389, -51.42533 -15.67543111, -51.42553389 -15.67549083, -51.42571806000001 -15.67539194, -51.42569889 -15.67518722, -51.42599750000001 -15.67516028, -51.42587722 -15.67483722, -51.42611861 -15.674905, -51.42624916999999 -15.6747325, -51.42651722 -15.67474611, -51.42655749999999 -15.67466167, -51.42646194 -15.67454583, -51.42651389 -15.67422333, -51.426925 -15.67413417, -51.42692361 -15.67405944, -51.426785 -15.67395639, -51.42710361000001 -15.67348861, -51.42723500000001 -15.67342306, -51.42737583 -15.67350056, -51.42768389 -15.67336889, -51.42790861000001 -15.67297194, -51.42804278 -15.67264917, -51.42839556 -15.67231028, -51.42872861 -15.6724175, -51.42889667000001 -15.67244083, -51.42883306 -15.67233806, -51.4287675 -15.67217333, -51.42878666999999 -15.67198056, -51.4290175 -15.67176944, -51.42941611 -15.67147111, -51.42941194 -15.67145056, -51.42923166999999 -15.67145444, -51.42916027999999 -15.67131028, -51.42935000000001 -15.67103722, -51.42951167 -15.67103694, -51.42958360999999 -15.67073889, -51.42951083 -15.670605, -51.43002444 -15.67047667, -51.43003083 -15.67019056, -51.43013778000001 -15.66985944, -51.43032943999999 -15.66968861, -51.43030972 -15.66953278, -51.43045028 -15.6693825, -51.43047360999999 -15.66927139, -51.43032972 -15.6692175, -51.43043166999999 -15.66889833, -51.43053861 -15.66900972, -51.43068611 -15.66896861, -51.43053056 -15.66875472, -51.42604333 -15.66810639, -51.40328611 -15.66481861, -51.40327667 -15.66481611))"
GO-5219258-782BD54A308C45BEA6E4184FDA795ED5,Santa Fe de Goias,GO,"POLYGON ((-51.37687683105469 -15.615679993368976, -51.3870906829834 -15.6033628980599, -51.377992630004876 -15.58988764480508, -51.3651180267334 -15.593277208954685, -51.37687683105469 -15.615679993368976))"
GO-5219258-790AA7BBD80648C79EF9210095176353,Santa Fe de Goias,GO,"POLYGON ((-51.38626287577289 -15.709049459274626, -51.386003500902625 -15.708770083275597, -51.38765787121409 -15.705963068765524, -51.38023555318619 -15.70026668122746, -51.37671092189291 -15.70206041722898, -51.373667224606145 -15.698284308249134, -51.366746272421594 -15.703201586806342, -51.36986005745921 -15.709626933488938, -51.373817113771615 -15.71782914685376, -51.38189328382543 -15.712334464969071, -51.383272973788955 -15.712670704607184, -51.385375853053965 -15.712538810413202, -51.38715811185208 -15.712344362066625, -51.38816000508267 -15.712294398138164, -51.38814682521119 -15.712522241495812, -51.38806555892082 -15.712683396732551, -51.38810274054826 -15.712800856821584, -51.387991580522836 -15.713046051143872, -51.38810688995238 -15.7131684350887, -51.38818594059982 -15.713364924888651, -51.3879663860871 -15.713541694632703, -51.38795537618877 -15.713592702457031, -51.388032271577295 -15.713686044340184, -51.387807821626 -15.71453118475751, -51.38775012345471 -15.714767785958841, -51.38768406432303 -15.714926382712374, -51.38780869118443 -15.715089251548207, -51.38769228030356 -15.715470423717525, -51.387800697202174 -15.715599600362244, -51.387797837205085 -15.715765136469916, -51.38770012759788 -15.716214169353433, -51.387560547880334 -15.716189284612415, -51.387566406317305 -15.716424597674042, -51.387550564887135 -15.716635268758834, -51.38744616880492 -15.716707687375575, -51.387494842028666 -15.717028447309138, -51.38747856140788 -15.717352396250988, -51.3871841673406 -15.717341527469136, -51.38693356759653 -15.717786491617332, -51.38709320227347 -15.718002185505279, -51.38706733262993 -15.718289989523214, -51.38714295835209 -15.718352777114768, -51.38708755870031 -15.718522474546809, -51.387216093042284 -15.718628381747592, -51.387132056325335 -15.71880680882254, -51.3868839667345 -15.718703915998146, -51.38695687015659 -15.718857203572822, -51.38668265282917 -15.718955145655071, -51.386464955418774 -15.718883297743698, -51.386385324186676 -15.719121564654571, -51.38650914444018 -15.719202348102707, -51.386298464911164 -15.719486501302445, -51.3862744309151 -15.71941205035614, -51.38601346119964 -15.719556978619204, -51.38597129454212 -15.71981552019435, -51.386046782135516 -15.720002976468889, -51.3858769722782 -15.720183001197976, -51.385569872373274 -15.720266896902611, -51.38520130358158 -15.720619673807688, -51.38523137622173 -15.720728920021033, -51.38518864650541 -15.721135364512868, -51.38525307189782 -15.721247443051062, -51.38524636120235 -15.721401323675083, -51.385250763755074 -15.721757058350729, -51.384998535663236 -15.722085581936897, -51.38505106044894 -15.722122916835206, -51.385002656324524 -15.72239087128815, -51.38484881443612 -15.722377762670307, -51.384782144174466 -15.722710298220898, -51.38468396459711 -15.722914243415449, -51.38452281790081 -15.722937942155147, -51.384547834933365 -15.723237770413133, -51.38410219283099 -15.723456972757736, -51.38396604176965 -15.723670205729247, -51.38382587774648 -15.724033246230201, -51.38352290186342 -15.72412987897005, -51.383495319453345 -15.724253691442456, -51.3833951171902 -15.724325558384917, -51.383529617657175 -15.724576014266573, -51.383363047634255 -15.72474482121562, -51.38334643307752 -15.724943921497644, -51.383422492670064 -15.725137977139381, -51.38373160028367 -15.725473558467574, -51.383744481906255 -15.725772956078774, -51.38382484027929 -15.725969444918956, -51.38390755160582 -15.726076700182304, -51.383948355829006 -15.726184661972864, -51.384037948486274 -15.726278163567171, -51.383963979035464 -15.726502406866777, -51.38416302540512 -15.726678616877866, -51.38423238367334 -15.726782550534228, -51.384241984749664 -15.72707417903941, -51.38444031832217 -15.727268018933414, -51.384339872818 -15.727608659757937, -51.384444180357264 -15.727883215741752, -51.38472119338002 -15.727974669075117, -51.3847534880737 -15.728173140724406, -51.38457092202279 -15.728622321560902, -51.38463007715313 -15.72895861294335, -51.384565587322655 -15.72911151043498, -51.38456309434777 -15.729473766181508, -51.38455645633113 -15.729865410724804, -51.38446684821912 -15.730062831524426, -51.384624577156956 -15.730303572270772, -51.38450493536974 -15.730562249949344, -51.38444957051584 -15.73090235928134, -51.38457705516645 -15.730992539230918, -51.384537516977275 -15.731112033415174, -51.38464371320632 -15.731248085978299, -51.38454435186449 -15.731371663421188, -51.384695575129484 -15.731676421994706, -51.38486778400157 -15.731873200328073, -51.384979179295044 -15.731944423433136, -51.38501072308283 -15.73204091988732, -51.385172114470016 -15.732093883330815, -51.38531302311334 -15.732273630076591, -51.38514550150142 -15.732732819615073, -51.38540665832721 -15.733074630204099, -51.385403686126956 -15.733429383065532, -51.385470726232946 -15.733688544974276, -51.38545471044603 -15.734105609619647, -51.38542068387092 -15.734574417491267, -51.38556130869581 -15.734949257571197, -51.385730511410635 -15.73508438448653, -51.390753891517605 -15.730402884869182, -51.39199392267877 -15.729242759054337, -51.39416096388423 -15.72720421055964, -51.394864935260934 -15.726487385895863, -51.395580406171504 -15.72558972905954, -51.398585073143 -15.721781124016543, -51.393113316945026 -15.716397053478687, -51.390597339241964 -15.713698148003107, -51.390329480805626 -15.713410917522811, -51.38817232110466 -15.711101937703848, -51.3879808853099 -15.710896878223453, -51.38763384329326 -15.710525179546744, -51.38626389139224 -15.709050552280795, -51.38626287577289 -15.709049459274626))"
GO-5219258-803E3D97C5A8498CBB0C2DFE0F2EB8E7,Santa Fe de Goias,GO,"POLYGON ((-51.377320273174554 -15.644978152473188, -51.376991439781115 -15.644974106205428, -51.37282637832445 -15.644922812758177, -51.37230983678631 -15.644932396499309, -51.371646987386335 -15.64509532867216, -51.370905621264754 -15.645044266401758, -51.370021887154685 -15.645231533717594, -51.36920601834865 -15.644846507084353, -51.36834865887272 -15.644277309732365, -51.36797796721925 -15.643875383662355, -51.36816608450605 -15.64311667439255, -51.367641013337845 -15.642663023636088, -51.366921502875826 -15.642122473744294, -51.36624734251305 -15.6417566808802, -51.36518961589692 -15.640934642523181, -51.364130972706434 -15.64067642355962, -51.363379750832785 -15.640127217263585, -51.362757292785254 -15.639418473640152, -51.36190697566244 -15.638793584706827, -51.3609700667877 -15.638750070442134, -51.35992180049097 -15.639215239243368, -51.35911238753387 -15.639346207590606, -51.35833300624967 -15.639085767103428, -51.35732770150651 -15.639607926507027, -51.35641086566979 -15.639488003536954, -51.35595316938383 -15.639794055619747, -51.35554114922022 -15.640153281633758, -51.35555143630526 -15.64035645157918, -51.3562808968177 -15.654756456041367, -51.356294528207805 -15.65502554389985, -51.356297473576035 -15.655025111769309, -51.356963487042755 -15.654927396354745, -51.35698124835762 -15.654924788636116, -51.3579083815461 -15.654729177557302, -51.35790845547274 -15.654729207525481, -51.35849689056149 -15.654967744887465, -51.359469132760054 -15.655587762052717, -51.360157138915945 -15.656221332830384, -51.361212660460176 -15.657033831926611, -51.36203619035017 -15.657537441280935, -51.3629436626675 -15.657935161195583, -51.36425389281635 -15.658477968652678, -51.365171674663 -15.659175319670583, -51.36585222031025 -15.65963203323402, -51.36648544120622 -15.660234141353438, -51.36638307215453 -15.660385316654333, -51.362075824121455 -15.666745751472726, -51.37250812187052 -15.67538866724189, -51.3782817795994 -15.67212762430826, -51.37704040588531 -15.67031624414766, -51.376496401079955 -15.66952243389447, -51.372055544896334 -15.663042061625742, -51.371449373338514 -15.662157461076406, -51.371285874250795 -15.66191886134054, -51.37317728497947 -15.661432747416498, -51.37317778776919 -15.661432651774412, -51.3743683597589 -15.661200775279104, -51.374368873381606 -15.661200668942325, -51.37502229469804 -15.660807666968807, -51.37614270940999 -15.660713546247901, -51.37614293487839 -15.660713460267358, -51.37678898316103 -15.660467093809482, -51.37773676085248 -15.660099247991903, -51.37873966481619 -15.659642262699675, -51.379619465032064 -15.659064352235017, -51.38061046600341 -15.658680689263237, -51.38148071003856 -15.658221616215899, -51.38187646865845 -15.65797820365733, -51.38211250305176 -15.657833573968189, -51.38224124908447 -15.657771589784373, -51.38238993960738 -15.657711718736318, -51.38239022239878 -15.657711728013792, -51.38262748718262 -15.65775092838558, -51.38286352157593 -15.65775092838558, -51.38312101364136 -15.65775092838558, -51.383249759674065 -15.65775092838558, -51.383376882254716 -15.657744094897243, -51.38353395667022 -15.65776547204959, -51.39757040842858 -15.659675518558878, -51.40034031367 -15.654721675254251, -51.401289176068275 -15.653024618295792, -51.403647445354274 -15.648806675854138, -51.39459647476765 -15.646850646517791, -51.3945964492694 -15.646850639928333, -51.392403249516704 -15.64637711332567, -51.387461540713744 -15.645310076186254, -51.38711845885399 -15.645098491920134, -51.377320273174554 -15.644978152473188))"
GO-5219258-D8B970A69F30415F9FDEE84663A2210B,Santa Fe de Goias,GO,"POLYGON ((-51.397091747194736 -15.606501429706324, -51.39495738146983 -15.606106120652337, -51.387763522848275 -15.604773570719535, -51.38533536222152 -15.607664900267753, -51.38404017179406 -15.6066656360356, -51.37676545632125 -15.615327909476958, -51.36896035827662 -15.624593546894179, -51.36820426515377 -15.623202298310813, -51.35952266436562 -15.63889075917739, -51.35940802674275 -15.639097903536712, -51.3601968179865 -15.638800612661802, -51.36056626203895 -15.638764919248928, -51.36092288149987 -15.63828963108266, -51.367262035446345 -15.629840499504873, -51.37236253503527 -15.631908763914122, -51.37568618287621 -15.633267498464296, -51.378046462834554 -15.632968722502346, -51.37991797090622 -15.632082300852591, -51.383574515618385 -15.633700000588798, -51.38453183282434 -15.636051008028893, -51.38702750264308 -15.637450397677197, -51.38899729270711 -15.639346871934547, -51.38711845885399 -15.645098491920134, -51.387461540713744 -15.645310076186254, -51.3945964492694 -15.646850639928333, -51.39808443645103 -15.628721714711244, -51.40076137460544 -15.62568322904627, -51.41437571816323 -15.628122594803907, -51.415670026111194 -15.622345958784992, -51.41800729465824 -15.609645696063325, -51.40586015675158 -15.608125205285383, -51.397091747194736 -15.606501429706324))"
GO-5219258-E7F86639E6404DC4AD9B8DBFAFFB112B,Santa Fe de Goias,GO,"POLYGON ((-51.42046312 -15.72382634, -51.41954518 -15.71153013, -51.41909528 -15.70579863, -51.41677076 -15.70570688, -51.41677628 -15.70561954, -51.41638123 -15.69997326, -51.41626164 -15.69829748, -51.41558629 -15.68905426, -51.41557112 -15.6888884, -51.41537866 -15.6863832, -51.41513697 -15.68615412, -51.41141356 -15.68527889, -51.41130741 -15.68525559, -51.40926931 -15.68477475, -51.40905808 -15.68493697, -51.40898288 -15.68499045, -51.4089288 -15.68496524, -51.40879887 -15.68490464, -51.40882071 -15.68373602, -51.40470767 -15.6732879, -51.402546 -15.67620346, -51.40234571 -15.67647251, -51.40214524 -15.67674157, -51.39819963 -15.68204542, -51.39153495 -15.68192329, -51.38777983 -15.68185395, -51.38589885 -15.68270572, -51.38578594 -15.68280645, -51.38572911 -15.68285682, -51.38552422 -15.68347447, -51.38691488 -15.68834466, -51.38812577 -15.69291483, -51.38814928 -15.69300999, -51.3892355 -15.69711723, -51.38930337 -15.69737548, -51.38936015 -15.69759109, -51.38941683 -15.69780669, -51.38952954 -15.69823519, -51.39035202 -15.70137665, -51.38891227 -15.70383461, -51.38765787 -15.70596307, -51.3860035 -15.70877008, -51.38747747 -15.71035769, -51.38798089 -15.71089688, -51.388063 -15.71098488, -51.38817232 -15.71110194, -51.39026701 -15.71334377, -51.39032948 -15.71341092, -51.39059724 -15.71369811, -51.39311574 -15.71639597, -51.39858507 -15.72178112, -51.39945415 -15.72065029, -51.40135034 -15.72093575, -51.40213561 -15.72105391, -51.41487738 -15.72297204, -51.41491745 -15.72298616, -51.42012975 -15.72379326, -51.42046287 -15.72384108, -51.42046312 -15.72382634))"
